x1,y1
1.390464, 20.44698
0.8657201, 20.44877
0.5485216, 20.4504
1.497356, 20.45314
1.094392, 20.45281
0.5975239, 20.45011
-0.5093223, 20.45331
0.5959268, 20.45359
