x1,y1
1.399932, 20.45124
0.891571, 20.4508
1.612619, 20.45363
3.886834, 20.9614
47.41773, 6.451908
33.59306, -27.18642
35.78491, -27.18586
41.59221, -27.18578
-14.53663, 17.45243
17.21016, -16.1898
36.08186, -26.55279
-0.8835425, -5.037845
19.67483, -27.18535
-0.6597936, 20.45222
